,Email Ad Id,Locale,Client,Headline,Deal Category,Sales Category ,Ad Id,Clicks,% of Total,Publish Date,Emails Sent ,Price,Conversion Rate (N Clicks/ N Delivered Emails *100),Percentage Diff Demand (Emails sent vs. Clicks),PriceGroup,quartile_for_PED_calc
1316,Year: 2019Week: 51,UK,Jetline Travel,"£129pp -- Rome: 3-night city break w/breakfast, fr Edinburgh",Vacations,Travel Agency,2838090,863,0.0001,12/18/2019,136526.0,129.0,0.6321140295621347,197.48742621316117,Mid,199.0
1317,Year: 2019Week: 51,UK,Jetline Travel,£129pp -- Rome: 3-night city break w/flights & breakfast,Vacations,Travel Agency,2837259,7240,0.0009,12/18/2019,1882872.0,129.0,0.38451896889432735,198.46781566383368,Mid,199.0
1318,Year: 2019Week: 51,UK,Jetline Travel,"£149pp -- 5-nt deluxe Malta holiday w/meals, from Manchester",Vacations,Travel Agency,2838095,2553,0.0003,12/18/2019,315058.0,149.0,0.8103269874118416,196.78474612025403,Mid,199.0
1319,Year: 2019Week: 51,UK,Jetline Travel,"£189pp -- Deluxe Mallorca break w/sea view, fr Cardiff",Vacations,Travel Agency,2838083,998,0.0001,12/18/2019,85302.0,189.0,1.1699608449977725,195.37427578215528,High,199.0
1320,Year: 2019Week: 51,UK,Tourism Ireland (UK),£159pp -- 3-night Dublin escape inc flights from Bristol,Vacations,Tourism Board,2838069,675,0.0001,12/18/2019,197308.0,159.0,0.3421047296612403,198.63624654642064,Mid,199.0
1327,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£109pp -- Malta: deluxe 4-night break w/flights & wine,Vacations,Vacation,2840022,7929,0.001,12/27/2019,1190718.0,109.0,0.665900742241236,197.35401665377714,Mid,199.0
1328,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£109pp -- Malta: deluxe 4-nt break w/flights from Cardiff,Vacations,Vacation,2840062,1692,0.0002,12/27/2019,85310.0,109.0,1.9833548235845737,192.22086848578192,Mid,199.0
1329,Year: 2019Week: 52,UK,Fleetway Travel Ltd,"£299pp -- Deluxe Italian island week, from the Northwest",Vacations,Travel Agency,2840388,7421,0.0009,12/27/2019,630086.0,299.0,1.177775732201636,195.34373740209912,High,329.0
1330,Year: 2019Week: 52,UK,Jetline Travel,"£399pp -- Turkey: 5-star all-inc week w/sea view, fr Bristol",Vacations,Travel Agency,2840040,3269,0.0004,12/27/2019,565199.0,399.0,0.578380358068574,197.69978257351337,High,599.0
1331,Year: 2019Week: 52,UK,Jetline Travel,£599pp -- Egypt: 5-star Nile cruise & stay w/transfers,Vacations,Travel Agency,2840383,3380,0.0004,12/27/2019,1052669.0,599.0,0.3210885853007926,198.7197563749409,V.High,
1340,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£109pp -- Malta: deluxe 4-nt break; fly from the Southwest,Vacations,Vacation,2840061,2687,0.0003,12/27/2019,197288.0,109.0,1.3619682900125705,194.62532816602075,Mid,199.0
1341,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£229pp -- 5-star Mallorca escape  inc flights & meals,Vacations,Vacation,2839692,14654,0.0019,12/27/2019,2898445.0,229.0,0.5055814410830635,197.98784730625357,High,329.0
1342,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£279pp -- Madeira: deluxe break with dine-around meals,Vacations,Vacation,2839790,11753,0.0015,12/27/2019,2072892.0,279.0,0.566985641316576,197.74484384631435,High,329.0
1343,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1699pp -- Ecuador tour w/Amazon & Galapagos, fr Manchester",Vacations,Travel Agency,2840397,1455,0.0002,12/27/2019,630086.0,1699.0,0.23092085842250104,199.07844462988152,V.High,600.0
1344,Year: 2019Week: 52,UK,Exoticca.co.uk,"£599pp -- 7-nt Moscow & St Petersburg tour, from Manchester",Vacations,Travel Agency,2840045,2561,0.0003,12/27/2019,630086.0,599.0,0.40645245252235407,198.3807715835213,V.High,
1345,Year: 2019Week: 52,UK,Fleetway Travel Ltd,"£499pp -- 5-star all-inc Rhodes holiday w/flights, 38% off",Vacations,Travel Agency,2839272,11066,0.0014000000000000002,12/27/2019,2946636.0,499.0,0.37554689483193715,198.50343273257414,V.High,599.0
1346,Year: 2019Week: 52,UK,Icelandair Holidays,£299pp -- Iceland break w/Northern Lights & virtual flight,Vacations,Vacation,2839357,15659,0.002,12/27/2019,4775875.0,299.0,0.3278770905854948,198.69277772003704,High,329.0
1347,Year: 2019Week: 52,UK,Jetline Travel,£599pp -- Egypt: 5-star Nile cruise & stay; fly from Bristol,Vacations,Travel Agency,2840384,2710,0.0003,12/27/2019,565199.0,599.0,0.479477139910014,198.09124349147487,V.High,
1348,Year: 2019Week: 52,UK,Super Escapes,"£169pp -- Croatia: 4-night Korcula break w/meals, save 45%",Vacations,Travel Agency,2839894,23369,0.003,12/27/2019,4775875.0,169.0,0.4893134765880598,198.0522765668926,Mid,199.0
1352,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£109pp -- Malta: deluxe 4-nt break w/flights from the North,Vacations,Vacation,2840064,5777,0.0007000000000000001,12/27/2019,573544.0,109.0,1.0072461746614034,196.01119241318716,Mid,199.0
1353,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,"£229pp -- 5-star Mallorca escape w/meals, from East Midlands",Vacations,Vacation,2839696,4238,0.0005,12/27/2019,682145.0,229.0,0.6212755352600987,197.53024186205076,High,329.0
1354,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,"£279pp -- Madeira: deluxe break w/meals, from the Northwest",Vacations,Vacation,2840387,1937,0.0002,12/27/2019,315040.0,279.0,0.6148425596749619,197.55565861245452,High,329.0
1355,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1699pp -- Ecuador tour w/Amazon & Galapagos, from Scotland",Vacations,Travel Agency,2840396,695,0.0001,12/27/2019,272912.0,1699.0,0.25466084305563697,198.9839441242366,V.High,600.0
1356,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1699pp -- Ecuador tour w/Amazon & the Galapagos, fr Dublin",Vacations,Travel Agency,2840395,49,,12/27/2019,17150.0,1699.0,0.2857142857142857,198.86039886039885,V.High,600.0
1357,Year: 2019Week: 52,UK,Exoticca.co.uk,£1699pp -- Ecuador: 10-night tour inc Amazon & the Galapagos,Vacations,Travel Agency,2839093,5305,0.0007000000000000001,12/27/2019,2566456.0,1699.0,0.20670527762798194,199.17488444688288,V.High,600.0
1358,Year: 2019Week: 52,UK,Exoticca.co.uk,£599pp -- 7-night Moscow & St Petersburg tour w/flights,Vacations,Travel Agency,2839289,11614,0.0015,12/27/2019,4038521.0,599.0,0.28758052762385045,198.85297650572141,V.High,
1359,Year: 2019Week: 52,UK,Exoticca.co.uk,£599pp -- 7-nt Moscow & St Petersburg tour; fly from Dublin,Vacations,Travel Agency,2840043,944,0.0001,12/27/2019,107268.0,599.0,0.8800387813700264,196.51055335822275,V.High,
1360,Year: 2019Week: 52,UK,Fleetway Travel Ltd,"£499pp -- 5-star all-inc Rhodes holiday, from the Midlands",Vacations,Travel Agency,2840380,3429,0.0004,12/27/2019,682145.0,499.0,0.5026790491757618,197.99934069845122,V.High,599.0
1361,Year: 2019Week: 52,UK,Fleetway Travel Ltd,"£499pp -- 5-star all-inc Rhodes holiday, from the North",Vacations,Travel Agency,2840382,5930,0.0007000000000000001,12/27/2019,1147094.0,499.0,0.5169585055801879,197.9428008436945,V.High,599.0
1362,Year: 2019Week: 52,UK,Jetline Travel,£399pp -- Turkey: 5-star all-inc week; fly from the North,Vacations,Travel Agency,2840041,5902,0.0007000000000000001,12/27/2019,1147094.0,399.0,0.5145175547949863,197.95246470933117,High,599.0
1363,Year: 2019Week: 52,UK,Jetline Travel,£599pp -- Egypt: 5-star Nile cruise & stay w/transfers,Vacations,Travel Agency,2840408,9477,0.0012,12/27/2019,3158007.0,599.0,0.30009433164650995,198.8032141598821,V.High,
1370,Year: 2019Week: 52,UK,Barbados Tourism Marketing Inc,£1299pp -- Barbados: deluxe oceanfront all-inc week,Vacations,Tourism Board,2840002,12391,0.0016,12/27/2019,3581904.0,1299.0,0.34593333601347215,198.62103694883143,V.High,600.0
1371,Year: 2019Week: 52,UK,Blue Bay Travel Ltd.,"£1299pp -- Maldives: deluxe all-inc villa holiday, 50% off",Vacations,Vacation,2840001,20767,0.0026,12/27/2019,4775875.0,1299.0,0.4348313136336273,198.26820513184015,V.High,600.0
1372,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£109pp -- Malta: deluxe 4-nt break; fly from East Midlands,Vacations,Vacation,2840063,3289,0.0004,12/27/2019,341072.0,109.0,0.9643125205235258,196.17959060404633,Mid,199.0
1373,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,"£229pp -- 5-star Mallorca escape w/meals, from the Northwest",Vacations,Vacation,2839697,4125,0.0005,12/27/2019,630086.0,229.0,0.6546725367648226,197.39834219210957,High,329.0
1374,Year: 2019Week: 52,UK,Broadway Travel Service (Wimbledon) Ltd,£229pp -- 5-star Mallorca escape w/meals; fly from Bristol,Vacations,Vacation,2839695,4377,0.0006,12/27/2019,565199.0,229.0,0.7744175060465429,196.92613452814024,High,329.0
1375,Year: 2019Week: 52,UK,Citrus Holidays (trading division of The Wise Miser Limited),£1399pp -- Private Kerala tour with beach stay & Mumbai trip,Vacations,Travel Agency,2840026,6587,0.0008,12/27/2019,4775875.0,1399.0,0.13792237024628995,199.4490703742131,V.High,600.0
1376,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1699pp -- Ecuador tour w/Amazon & Galapagos, fr Birmingham",Vacations,Travel Agency,2840394,1689,0.0002,12/27/2019,682145.0,1699.0,0.2476013164356552,199.01204093391087,V.High,600.0
1377,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1699pp -- Ecuador tour w/Amazon & Galapagos, from Newcastle",Vacations,Travel Agency,2840398,1577,0.0002,12/27/2019,517008.0,1699.0,0.3050242936279516,198.78361310103455,V.High,600.0
1378,Year: 2019Week: 52,UK,Exoticca.co.uk,"£1749pp -- Ecuador tour w/Amazon & the Galapagos, fr Belfast",Vacations,Travel Agency,2840393,317,,12/27/2019,90118.0,1749.0,0.35176102443463014,198.5978879858462,V.High,600.0
1379,Year: 2019Week: 52,UK,Fleetway Travel Ltd,"£299pp -- Deluxe Italian island week w/flts & meals, 58% off",Vacations,Travel Agency,2838550,42168,0.0053,12/27/2019,4145789.0,299.0,1.0171284645697116,195.97245148410073,High,329.0
1380,Year: 2019Week: 52,UK,Jetline Travel,£399pp -- Turkey: 5-star ultra all-inc week w/sea view,Vacations,Travel Agency,2839788,14183,0.0018,12/27/2019,3063582.0,399.0,0.4629548025807699,198.15671436903077,High,599.0
